transaction_id,user_id,upi_id,device_id,device_type,os_version,app,transaction_type,merchant,receiver_upi,amount,transaction_datetime,hour,day_of_week,location,login_attempts,time_spent_on_app,past_day_transactions,past_week_transactions,status,is_fraud
TR00003396,user_690,e23b943a@okaxis,device_986,Android,12,WhatsApp Pay,E-commerce,Zomato,,4271.78,2025-08-21 01:21:56.492040,1,3,Location_1,1,238.34,0,8,SUCCESS,0
TR00004210,user_408,c3dc12c5@okaxis,device_770,iOS,16,Paytm,E-commerce,Movie Tickets,,2295.75,2025-08-10 22:25:56.492040,22,6,Location_4,1,248.95,3,7,SUCCESS,0
TR00004933,user_357,5bf5c8b2@yesbank,device_554,iOS,16,Amazon Pay,E-commerce,Swiggy,,4062.15,2025-05-17 14:38:56.492040,14,5,Location_2,1,253.35,0,10,SUCCESS,0
TR00004051,user_255,8e8daf28@yesbank,device_266,Android,14,Paytm,Recharge,Amazon,,299.0,2025-07-07 16:43:56.492040,16,0,Location_15,1,164.92,3,9,SUCCESS,0
TR00007037,user_292,1ae86afc@okicici,device_833,iOS,15,Google Pay,P2M,BSES,,9090.66,2025-08-10 19:32:56.492040,19,6,Location_3,1,50.76,0,8,SUCCESS,0
TR00006243,user_356,bfdcf5b2@oksbi,device_161,Android,10,Paytm,E-commerce,Jio,,7465.1,2025-09-10 00:25:56.492040,0,2,Location_9,3,113.57,0,2,SUCCESS,0
TR00009733,user_5172,t623@oksbi,device_6130,Android,12,PhonePe,Bill Payment,Flipkart,,6.63,2025-08-22 22:30:56.492040,22,4,Location_99,5,207.54,1,11,SUCCESS,1
TR00006066,user_617,51d6c1c3@okicici,device_204,iOS,16,Amazon Pay,E-commerce,Zomato,,5828.23,2025-08-21 10:50:56.492040,10,3,Location_5,1,145.38,1,8,SUCCESS,0
TR00009993,user_2788,k887@yesbank,device_1663,iOS,16,BHIM,P2P,,a932@okicici,3.37,2025-09-04 01:42:56.492040,1,3,Location_39,3,23.19,1,6,SUCCESS,1
TR00008968,user_1641,a340@okaxis,device_3140,iOS,15,Paytm,Recharge,Myntra,,43939.32,2025-08-31 23:34:56.492040,23,6,Location_82,1,240.81,3,8,FAILURE,1
TR00009126,user_9273,u845@okaxis,device_3596,iOS,17,PhonePe,P2M,TATA Power,,18101.48,2025-07-27 02:05:56.492040,2,6,Location_98,4,20.27,12,12,SUCCESS,1
TR00000731,user_326,6e427c7d@okhdfc,device_861,iOS,15,WhatsApp Pay,Recharge,TATA Power,,299.0,2025-08-23 11:54:56.492040,11,5,Location_2,1,240.3,3,7,SUCCESS,0
TR00003902,user_552,3490504d@oksbi,device_439,Android,10,Google Pay,E-commerce,Swiggy,,7842.09,2025-10-14 16:22:56.492040,16,1,Location_13,1,175.79,2,4,SUCCESS,0
TR00001241,user_125,07240b23@okicici,device_725,Android,11,Google Pay,Recharge,TATA Power,,699.0,2025-09-07 21:29:56.492040,21,6,Location_5,1,202.71,3,13,SUCCESS,0
TR00008129,user_2259,w364@okhdfc,device_421,iOS,16,Amazon Pay,Bill Payment,Zomato,,42896.68,2025-09-11 01:38:56.492040,1,3,Location_40,6,19.1,17,19,SUCCESS,1
TR00003352,user_755,bfcaa198@okicici,device_235,iOS,16,BHIM,P2P,,899d3a13@yesbank,478.71,2025-04-28 04:47:56.492040,4,0,Location_4,1,171.71,1,6,SUCCESS,0
TR00000456,user_455,59bf8619@okhdfc,device_258,iOS,15,Amazon Pay,P2P,,4cce1429@okaxis,3832.28,2025-05-29 19:04:56.492040,19,3,Location_1,1,140.13,0,8,SUCCESS,0
TR00000626,user_69,dd338ad7@okicici,device_715,iOS,17,Paytm,P2M,Reliance Digital,,892.97,2025-08-03 16:39:56.492040,16,6,Location_1,1,137.31,3,8,SUCCESS,0
TR00004103,user_695,2d3e9b49@okaxis,device_400,Android,12,Amazon Pay,Recharge,Reliance Digital,,399.0,2025-07-02 16:02:56.492040,16,2,Location_1,1,121.64,3,9,SUCCESS,0
TR00006198,user_495,292fc3e1@yesbank,device_74,Android,14,PhonePe,Recharge,BSES,,699.0,2025-04-30 02:35:56.492040,2,2,Location_5,1,216.63,0,10,SUCCESS,0
TR00006337,user_287,99794cda@okicici,device_883,iOS,16,Paytm,E-commerce,TATA Power,,5271.85,2025-10-14 14:27:56.492040,14,1,Location_4,1,291.13,2,10,SUCCESS,0
TR00002048,user_393,123072c0@okaxis,device_515,iOS,17,PhonePe,P2P,,b24b382f@okaxis,3763.55,2025-09-01 18:45:56.492040,18,0,Location_5,2,50.83,2,2,SUCCESS,0
TR00009345,user_6135,y713@okaxis,device_3791,iOS,15,PhonePe,P2M,Zomato,,3.34,2025-08-29 02:30:56.492040,2,4,Location_43,9,25.46,8,8,SUCCESS,1
TR00007465,user_651,042f837f@okaxis,device_140,Android,10,Amazon Pay,P2M,Reliance Digital,,7682.29,2025-07-01 14:02:56.492040,14,1,Location_1,1,153.01,3,6,SUCCESS,0
TR00004422,user_798,d8a64267@okaxis,device_258,iOS,15,BHIM,E-commerce,Reliance Digital,,5393.32,2025-08-01 18:44:56.492040,18,4,Location_1,1,275.99,3,3,SUCCESS,0
TR00000564,user_349,a462e22b@yesbank,device_215,Android,14,WhatsApp Pay,Recharge,Swiggy,,299.0,2025-06-15 19:22:56.492040,19,6,Location_3,1,194.78,2,3,SUCCESS,0
TR00001980,user_22,9ce2213a@okicici,device_147,Android,14,Google Pay,Recharge,TATA Power,,699.0,2025-04-26 02:46:56.492040,2,5,Location_3,1,197.85,2,7,SUCCESS,0
TR00004334,user_70,0d81f34c@okhdfc,device_841,iOS,15,WhatsApp Pay,Recharge,Swiggy,,349.0,2025-05-19 19:18:56.492040,19,0,Location_3,1,104.36,1,7,SUCCESS,0
TR00006224,user_159,561e2df8@oksbi,device_245,Android,12,WhatsApp Pay,Recharge,Amazon,,499.0,2025-04-23 13:50:56.492040,13,2,Location_1,1,123.8,2,6,SUCCESS,0
TR00009438,user_8263,y214@yesbank,device_59,Android,14,WhatsApp Pay,P2M,Swiggy,,29375.73,2025-08-02 04:31:56.492040,4,5,Location_91,1,74.19,18,27,SUCCESS,1
TR00008137,user_877,u197@okhdfc,device_2915,iOS,16,WhatsApp Pay,P2P,,i559@yesbank,10256.81,2025-04-24 01:41:56.492040,1,3,Location_59,10,235.35,1,6,FAILURE,1
TR00005054,user_743,601820f7@okhdfc,device_172,Android,11,WhatsApp Pay,Recharge,Movie Tickets,,199.0,2025-06-12 03:44:56.492040,3,3,Location_3,1,162.44,1,3,SUCCESS,0
TR00001318,user_569,cf41c263@okicici,device_499,Android,14,Amazon Pay,Recharge,Reliance Digital,,699.0,2025-05-14 22:15:56.492040,22,2,Location_2,1,252.62,1,3,SUCCESS,0
TR00008704,user_2535,m219@okhdfc,device_7638,Android,10,PhonePe,P2M,Jio,,4.81,2025-06-19 17:05:56.492040,17,3,Location_76,10,29.7,10,20,FAILURE,1
TR00004448,user_558,80f9e5a8@okhdfc,device_857,Android,10,Paytm,Bill Payment,TATA Power,,577.6,2025-05-03 18:55:56.492040,18,5,Location_5,1,123.02,3,12,FAILURE,0
TR00006552,user_780,3db11ef0@oksbi,device_705,iOS,16,Amazon Pay,Bill Payment,Jio,,2627.1,2025-09-12 18:26:56.492040,18,4,Location_5,1,143.08,3,5,SUCCESS,0
TR00002029,user_266,894f53ba@okhdfc,device_431,iOS,16,BHIM,Bill Payment,Movie Tickets,,2683.11,2025-06-10 23:38:56.492040,23,1,Location_5,1,137.84,3,5,SUCCESS,0
TR00000864,user_399,ad31db41@okhdfc,device_554,iOS,15,Amazon Pay,Recharge,BSES,,399.0,2025-08-01 16:21:56.492040,16,4,Location_2,2,123.74,3,6,SUCCESS,0
TR00000558,user_590,bfe910db@okaxis,device_716,Android,12,PhonePe,Bill Payment,Swiggy,,1986.42,2025-09-21 10:24:56.492040,10,6,Location_2,1,208.69,1,2,SUCCESS,0
TR00000856,user_23,8d6fcf70@yesbank,device_375,iOS,16,Amazon Pay,P2M,Airtel,,3610.89,2025-05-18 17:20:56.492040,17,6,Location_4,1,266.76,1,5,FAILURE,0
TR00002701,user_689,e63d002b@oksbi,device_383,iOS,15,BHIM,P2M,BigBasket,,612.17,2025-07-16 08:52:56.492040,8,2,Location_3,1,208.42,3,6,SUCCESS,0
TR00003314,user_699,54891a2a@okicici,device_654,iOS,16,Paytm,P2M,Jio,,9951.29,2025-05-15 03:13:56.492040,3,3,Location_4,1,247.88,0,8,SUCCESS,0
TR00006405,user_41,c9c8d4a3@oksbi,device_928,Android,12,WhatsApp Pay,Bill Payment,Swiggy,,1894.08,2025-08-02 04:19:56.492040,4,5,Location_5,2,120.65,2,8,SUCCESS,0
TR00008614,user_9269,f755@okaxis,device_9590,Android,14,Amazon Pay,P2M,TATA Power,,47643.49,2025-08-08 22:01:56.492040,22,4,Location_91,1,9.42,1,9,FAILURE,1
TR00003672,user_159,561e2df8@oksbi,device_344,Android,13,Google Pay,Recharge,TATA Power,,299.0,2025-09-24 16:53:56.492040,16,2,Location_1,1,272.27,2,6,SUCCESS,0
TR00002218,user_40,656378ad@okhdfc,device_394,iOS,15,WhatsApp Pay,P2P,,c8f155f7@okhdfc,1337.92,2025-07-28 10:32:56.492040,10,0,Location_1,1,174.49,1,5,FAILURE,0
TR00006543,user_530,143b25c4@okhdfc,device_240,Android,10,Google Pay,P2M,BigBasket,,8599.32,2025-09-05 16:28:56.492040,16,4,Location_3,1,82.59,3,4,FAILURE,0
TR00008443,user_820,v990@okhdfc,device_8173,Android,10,Paytm,P2P,,l661@okicici,35903.15,2025-06-12 02:08:56.492040,2,3,Location_28,3,20.18,9,16,SUCCESS,1
TR00006183,user_422,26d275fe@okaxis,device_993,iOS,15,Google Pay,Recharge,Jio,,299.0,2025-04-24 08:17:56.492040,8,3,Location_4,1,103.62,0,7,SUCCESS,0
TR00005934,user_129,a7d1604b@okhdfc,device_28,iOS,17,Google Pay,Recharge,Swiggy,,399.0,2025-07-07 03:19:56.492040,3,0,Location_4,1,200.27,1,5,SUCCESS,0
TR00001154,user_617,51d6c1c3@yesbank,device_77,iOS,16,WhatsApp Pay,P2P,,6d94fc27@okhdfc,381.51,2025-10-07 23:54:56.492040,23,1,Location_4,1,66.44,1,11,SUCCESS,0
TR00003145,user_275,ad8e6acc@okhdfc,device_904,Android,11,PhonePe,Recharge,Airtel,,249.0,2025-10-13 19:55:56.492040,19,0,Location_4,1,296.37,0,1,SUCCESS,0
TR00008178,user_118,k735@okaxis,device_454,iOS,15,Google Pay,Bill Payment,Jio,,14446.45,2025-06-11 00:27:56.492040,0,2,Location_37,1,5.97,19,20,SUCCESS,1
TR00002053,user_612,b2d7a02d@okaxis,device_714,iOS,17,Amazon Pay,P2P,,463e0140@okicici,2788.03,2025-08-01 17:43:56.492040,17,4,Location_5,1,229.38,2,9,SUCCESS,0
TR00002485,user_39,c13f2e29@okicici,device_63,iOS,17,Paytm,P2M,Flipkart,,6382.99,2025-08-03 00:09:56.492040,0,6,Location_2,1,181.55,0,7,SUCCESS,0
TR00001462,user_149,3f944a6c@okicici,device_553,iOS,15,PhonePe,Recharge,BigBasket,,249.0,2025-07-29 14:05:56.492040,14,1,Location_9,1,54.81,2,6,SUCCESS,0
TR00000220,user_753,b185345c@okaxis,device_126,Android,14,Google Pay,P2M,TATA Power,,8496.01,2025-08-04 20:55:56.492040,20,0,Location_1,1,289.19,0,1,SUCCESS,0
TR00007923,user_486,ce9fb2e9@yesbank,device_17,Android,11,Amazon Pay,E-commerce,Zomato,,9432.33,2025-06-27 15:29:56.492040,15,4,Location_3,1,34.2,3,13,SUCCESS,0
TR00000048,user_240,7c3f7778@oksbi,device_698,Android,12,WhatsApp Pay,Recharge,Swiggy,,199.0,2025-09-18 03:40:56.492040,3,3,Location_4,1,189.44,0,3,SUCCESS,0
TR00007471,user_615,a0571a41@okaxis,device_307,iOS,15,Paytm,P2P,,3efe6144@oksbi,924.92,2025-08-09 15:48:56.492040,15,5,Location_1,1,152.2,0,4,SUCCESS,0
TR00008354,user_1055,d200@okaxis,device_9842,Android,10,PhonePe,P2M,Flipkart,,18149.04,2025-05-22 22:13:56.492040,22,3,Location_91,1,16.01,10,15,SUCCESS,1
TR00005120,user_380,a73f2f61@okaxis,device_3,iOS,16,PhonePe,Recharge,Myntra,,699.0,2025-09-17 05:22:56.492040,5,2,Location_1,1,167.69,1,5,SUCCESS,0
TR00000338,user_360,80d2a8d1@okhdfc,device_831,Android,11,Amazon Pay,P2P,,9d167f95@okhdfc,2736.68,2025-07-30 03:53:56.492040,3,2,Location_3,1,195.86,0,2,FAILURE,0
TR00008718,user_800,c509@yesbank,device_8757,Android,11,PhonePe,Bill Payment,Reliance Digital,,34722.57,2025-05-22 04:21:56.492040,4,3,Location_69,8,20.83,8,11,SUCCESS,1
TR00006324,user_189,13658fe1@okhdfc,device_653,iOS,16,PhonePe,E-commerce,BSES,,7254.41,2025-07-05 20:25:56.492040,20,5,Location_3,1,101.3,0,4,SUCCESS,0
TR00007551,user_447,f05840f7@okaxis,device_761,Android,10,PhonePe,P2P,,a79b7893@okaxis,273.17,2025-04-27 03:10:56.492040,3,6,Location_2,1,105.14,1,8,SUCCESS,0
TR00004390,user_369,f9684b22@oksbi,device_851,iOS,17,Google Pay,E-commerce,Zomato,,8570.65,2025-09-05 03:50:56.492040,3,4,Location_3,1,196.05,3,7,SUCCESS,0
TR00002679,user_437,0dc8fcfb@okicici,device_647,Android,13,PhonePe,Recharge,Amazon,,199.0,2025-08-24 15:09:56.492040,15,6,Location_4,1,47.59,3,12,SUCCESS,0
TR00006390,user_77,d7a42751@oksbi,device_26,iOS,16,BHIM,E-commerce,Flipkart,,292.15,2025-10-15 00:29:56.492040,0,2,Location_4,1,247.55,1,10,SUCCESS,0
TR00005309,user_126,689c5f9f@okicici,device_621,iOS,15,Google Pay,P2P,,acad4bd5@yesbank,2054.82,2025-05-07 08:48:56.492040,8,2,Location_3,1,43.69,3,9,SUCCESS,0
TR00001739,user_769,31720930@okhdfc,device_297,iOS,15,Paytm,Bill Payment,TATA Power,,2998.77,2025-10-06 19:48:56.492040,19,0,Location_5,1,294.51,1,9,SUCCESS,0
TR00008554,user_2363,d762@yesbank,device_6187,Android,14,PhonePe,P2M,BSES,,21233.58,2025-05-18 22:20:56.492040,22,6,Location_51,6,11.23,0,10,SUCCESS,1
TR00000113,user_171,5114ef92@okaxis,device_482,Android,12,PhonePe,Bill Payment,BigBasket,,1977.58,2025-09-01 01:34:56.492040,1,0,Location_8,1,53.51,1,9,FAILURE,0
TR00005321,user_724,9428c328@okhdfc,device_608,iOS,17,Google Pay,P2P,,15213f07@oksbi,3972.08,2025-06-12 15:28:56.492040,15,3,Location_1,1,169.24,0,4,SUCCESS,0
TR00001794,user_61,9e146e7e@yesbank,device_210,iOS,17,WhatsApp Pay,P2P,,1dfbb703@oksbi,4302.36,2025-06-20 09:06:56.492040,9,4,Location_1,1,67.94,1,5,SUCCESS,0
TR00006091,user_136,9065530a@okicici,device_217,Android,14,BHIM,Recharge,BigBasket,,699.0,2025-05-26 23:13:56.492040,23,0,Location_14,1,274.32,2,8,SUCCESS,0
TR00001386,user_219,5abc5b1e@yesbank,device_441,iOS,15,BHIM,Bill Payment,Airtel,,1727.87,2025-07-01 20:21:56.492040,20,1,Location_4,1,94.58,1,1,SUCCESS,0
TR00001172,user_500,1f5badb9@oksbi,device_738,Android,11,BHIM,P2P,,81e7000a@okicici,402.46,2025-06-14 04:20:56.492040,4,5,Location_2,1,187.86,3,5,FAILURE,0
TR00001970,user_477,ea24eddb@okicici,device_746,Android,14,BHIM,P2M,Airtel,,5566.87,2025-09-09 20:45:56.492040,20,1,Location_1,1,46.11,2,3,SUCCESS,0
TR00004727,user_520,d3c13bb8@okaxis,device_388,Android,14,BHIM,P2M,BSES,,2475.99,2025-09-17 16:12:56.492040,16,2,Location_3,1,184.28,1,4,SUCCESS,0
TR00006784,user_388,ce930727@oksbi,device_7,Android,14,WhatsApp Pay,P2M,Swiggy,,4486.29,2025-07-02 22:27:56.492040,22,2,Location_3,1,241.61,0,10,SUCCESS,0
TR00009872,user_8375,c936@okaxis,device_1739,iOS,15,BHIM,P2P,,a890@okicici,13894.24,2025-10-11 07:45:56.492040,7,5,Location_72,1,27.24,5,13,SUCCESS,1
TR00002262,user_506,3cd079eb@okaxis,device_429,Android,11,PhonePe,P2M,Myntra,,9629.29,2025-04-20 01:40:56.492040,1,6,Location_5,1,246.82,1,8,SUCCESS,0
TR00008346,user_5338,i442@yesbank,device_6209,Android,10,PhonePe,Recharge,Amazon,,33903.58,2025-06-28 03:48:56.492040,3,5,Location_67,8,245.4,5,11,SUCCESS,1
TR00005079,user_108,d30b9c9d@okicici,device_877,iOS,15,PhonePe,P2P,,40434acc@okicici,3735.2,2025-05-04 14:16:56.492040,14,6,Location_5,1,180.75,1,3,FAILURE,0
TR00000203,user_526,fdf424f1@oksbi,device_278,iOS,15,Google Pay,E-commerce,BigBasket,,2064.51,2025-08-03 16:10:56.492040,16,6,Location_1,1,249.78,3,8,SUCCESS,0
TR00009662,user_369,r307@oksbi,device_6743,Android,13,Amazon Pay,P2M,Zomato,,20394.75,2025-05-05 01:06:56.492040,1,0,Location_35,7,25.57,7,16,SUCCESS,1
TR00000993,user_544,9b5ee119@okaxis,device_257,Android,10,Google Pay,Bill Payment,Swiggy,,1745.0,2025-05-04 16:27:56.492040,16,6,Location_2,1,204.68,2,8,SUCCESS,0
TR00007694,user_304,adfd2cc8@yesbank,device_988,iOS,16,Google Pay,P2P,,b62114e4@okhdfc,2296.95,2025-05-13 12:28:56.492040,12,1,Location_2,1,39.79,2,8,SUCCESS,0
TR00009440,user_5222,p376@yesbank,device_7217,Android,11,Paytm,Recharge,Airtel,,3.7,2025-07-04 23:31:56.492040,23,4,Location_56,1,295.98,19,28,FAILURE,1
TR00001661,user_496,7077701b@oksbi,device_185,Android,12,WhatsApp Pay,P2P,,90790c9e@yesbank,532.69,2025-06-26 05:39:56.492040,5,3,Location_5,1,282.78,2,7,SUCCESS,0
TR00007370,user_498,9e203164@yesbank,device_860,Android,12,PhonePe,Recharge,Reliance Digital,,699.0,2025-06-06 22:10:56.492040,22,4,Location_3,1,233.84,2,12,SUCCESS,0
TR00009029,user_1385,l289@oksbi,device_5207,Android,10,Paytm,Recharge,Myntra,,32275.39,2025-09-28 18:13:56.492040,18,6,Location_84,8,7.91,17,20,SUCCESS,1
TR00001163,user_642,ba9ab6b4@oksbi,device_891,Android,13,Amazon Pay,P2P,,71e12b33@oksbi,4506.78,2025-06-26 05:40:56.492040,5,3,Location_4,1,193.65,3,4,FAILURE,0
TR00009252,user_7436,u213@yesbank,device_5430,Android,13,WhatsApp Pay,E-commerce,Movie Tickets,,20810.47,2025-09-12 23:50:56.492040,23,4,Location_72,1,23.74,13,16,SUCCESS,1
TR00002181,user_340,92a3c585@oksbi,device_820,Android,10,PhonePe,P2M,BigBasket,,4617.55,2025-06-24 08:42:56.492040,8,1,Location_2,1,151.24,3,11,FAILURE,0
TR00007782,user_432,fa2e47f3@yesbank,device_116,iOS,16,PhonePe,E-commerce,Zomato,,8085.5,2025-07-11 20:44:56.492040,20,4,Location_3,1,97.86,2,4,SUCCESS,0
TR00000764,user_792,9e8bba9a@yesbank,device_118,Android,14,BHIM,Recharge,BigBasket,,399.0,2025-07-20 08:36:56.492040,8,6,Location_3,1,36.53,1,1,SUCCESS,0
TR00001118,user_588,b40b7b8d@okhdfc,device_821,iOS,16,Paytm,Bill Payment,Flipkart,,1516.53,2025-08-07 18:58:56.492040,18,3,Location_3,1,41.41,3,11,FAILURE,0
TR00006436,user_343,153e36b1@oksbi,device_512,Android,10,PhonePe,P2P,,c1ec2e3f@okaxis,3667.24,2025-08-19 23:37:56.492040,23,1,Location_3,1,195.88,2,5,SUCCESS,0
TR00004878,user_362,0ac2c21b@yesbank,device_136,Android,12,Google Pay,P2P,,4768bf49@okaxis,3547.59,2025-07-31 21:00:56.492040,21,3,Location_5,1,105.26,2,7,SUCCESS,0
TR00009929,user_6967,b773@yesbank,device_5712,Android,11,BHIM,Bill Payment,Myntra,,8.52,2025-07-16 01:26:56.492040,1,2,Location_76,3,21.4,1,5,SUCCESS,1
TR00004241,user_46,a86c5e12@yesbank,device_750,Android,11,BHIM,Recharge,BSES,,499.0,2025-06-29 20:48:56.492040,20,6,Location_4,1,267.79,3,7,SUCCESS,0
TR00001421,user_100,f33d562b@okaxis,device_397,iOS,17,Google Pay,E-commerce,Myntra,,7374.16,2025-05-02 05:18:56.492040,5,4,Location_2,1,274.58,3,11,SUCCESS,0
TR00006616,user_655,06a72ef2@yesbank,device_945,iOS,17,Amazon Pay,P2M,BigBasket,,9818.17,2025-07-05 04:16:56.492040,4,5,Location_3,1,208.95,0,5,SUCCESS,0
TR00006176,user_164,450ec3e6@okicici,device_303,iOS,15,Paytm,P2P,,b7ec934c@okhdfc,720.64,2025-07-11 22:27:56.492040,22,4,Location_4,1,202.99,1,6,SUCCESS,0
TR00002802,user_40,656378ad@yesbank,device_686,iOS,17,Google Pay,P2P,,ad149012@okicici,3888.25,2025-08-28 09:53:56.492040,9,3,Location_4,1,33.56,0,8,SUCCESS,0
TR00006032,user_76,4a629fbe@okaxis,device_905,Android,14,PhonePe,P2M,TATA Power,,4202.68,2025-10-04 16:41:56.492040,16,5,Location_4,1,236.71,1,2,SUCCESS,0
TR00005284,user_737,fe77823c@okicici,device_385,Android,11,BHIM,E-commerce,Amazon,,4671.89,2025-10-01 06:36:56.492040,6,2,Location_4,1,118.43,1,8,SUCCESS,0
TR00006135,user_608,80806568@yesbank,device_643,iOS,17,BHIM,E-commerce,BigBasket,,7806.29,2025-07-05 00:22:56.492040,0,5,Location_1,1,174.23,3,9,SUCCESS,0
TR00006671,user_763,ba815e4e@okaxis,device_807,Android,11,Google Pay,E-commerce,Movie Tickets,,5671.03,2025-05-22 04:00:56.492040,4,3,Location_5,1,223.31,2,2,SUCCESS,0
TR00009878,user_6496,v344@okicici,device_1148,Android,13,Paytm,Recharge,Flipkart,,6.61,2025-04-24 04:00:56.492040,4,3,Location_73,1,6.02,7,7,SUCCESS,1
TR00006481,user_76,4a629fbe@okaxis,device_102,iOS,17,Paytm,Bill Payment,Airtel,,785.85,2025-09-28 07:20:56.492040,7,6,Location_4,1,206.64,0,10,SUCCESS,0
TR00004609,user_743,601820f7@okhdfc,device_453,Android,12,PhonePe,P2M,TATA Power,,453.0,2025-05-04 08:42:56.492040,8,6,Location_3,1,81.28,1,10,SUCCESS,0
TR00001564,user_578,4cdfce5f@okhdfc,device_632,iOS,17,BHIM,E-commerce,Flipkart,,2208.68,2025-10-14 13:11:56.492040,13,1,Location_2,1,159.9,3,3,SUCCESS,0
TR00001714,user_263,e2d22528@yesbank,device_397,Android,11,Amazon Pay,Bill Payment,Movie Tickets,,2735.46,2025-05-10 11:05:56.492040,11,5,Location_3,1,104.23,2,4,SUCCESS,0
TR00009256,user_9980,w898@okicici,device_9607,Android,11,Google Pay,P2P,,g302@okicici,42909.2,2025-08-27 22:49:56.492040,22,2,Location_35,4,96.04,11,15,FAILURE,1
TR00002525,user_381,e91a5acf@okhdfc,device_338,Android,10,Amazon Pay,E-commerce,Swiggy,,9924.16,2025-05-16 12:18:56.492040,12,4,Location_5,1,61.84,1,6,SUCCESS,0
TR00000433,user_115,12773ff4@yesbank,device_151,Android,10,Amazon Pay,E-commerce,Myntra,,6944.93,2025-10-06 16:17:56.492040,16,0,Location_5,1,48.88,2,8,SUCCESS,0
TR00003924,user_116,94c015e8@yesbank,device_352,iOS,15,PhonePe,P2P,,76f8da61@okicici,534.19,2025-05-12 01:46:56.492040,1,0,Location_5,1,221.67,2,2,SUCCESS,0
TR00003962,user_201,83dd9bea@okaxis,device_152,Android,10,Google Pay,Bill Payment,Swiggy,,1615.66,2025-08-29 03:50:56.492040,3,4,Location_5,1,219.79,2,5,SUCCESS,0
TR00004348,user_631,c4b5f78d@oksbi,device_836,Android,11,Amazon Pay,P2P,,4364520e@okhdfc,1192.67,2025-07-29 19:43:56.492040,19,1,Location_3,1,270.39,2,4,SUCCESS,0
TR00001984,user_713,bcfad9da@okaxis,device_820,iOS,15,Amazon Pay,P2M,BigBasket,,2412.55,2025-07-25 19:10:56.492040,19,4,Location_3,1,285.22,0,8,SUCCESS,0
TR00007339,user_515,5eb5b442@oksbi,device_329,iOS,16,PhonePe,Recharge,BigBasket,,399.0,2025-09-21 19:07:56.492040,19,6,Location_1,1,231.51,3,13,SUCCESS,0
TR00005095,user_756,9623e1fc@okaxis,device_670,iOS,17,PhonePe,P2P,,6873c24c@okhdfc,145.83,2025-07-01 12:56:56.492040,12,1,Location_11,1,83.2,0,8,SUCCESS,0
TR00009181,user_9457,h400@okicici,device_9300,iOS,15,Paytm,P2P,,a155@okhdfc,2.94,2025-09-04 22:25:56.492040,22,3,Location_37,9,12.45,3,8,SUCCESS,1
TR00002057,user_168,91cd07b8@okhdfc,device_982,Android,10,WhatsApp Pay,Bill Payment,Flipkart,,1050.63,2025-09-30 19:29:56.492040,19,1,Location_4,2,72.75,0,5,SUCCESS,0
TR00006322,user_303,0f1e9601@okaxis,device_622,Android,13,WhatsApp Pay,P2P,,26a92807@okicici,1405.27,2025-07-29 16:55:56.492040,16,1,Location_18,1,198.62,0,9,SUCCESS,0
TR00002072,user_290,12479ebd@okhdfc,device_62,Android,14,Paytm,Recharge,Swiggy,,499.0,2025-09-03 16:06:56.492040,16,2,Location_4,1,191.76,1,9,SUCCESS,0
TR00009014,user_7574,o425@okicici,device_4719,iOS,17,PhonePe,P2P,,c231@okhdfc,17950.51,2025-09-01 22:36:56.492040,22,0,Location_68,7,176.13,19,24,SUCCESS,1
TR00006935,user_5,fa890200@okicici,device_95,Android,10,WhatsApp Pay,P2P,,7a78ad45@oksbi,3231.6,2025-06-13 19:11:56.492040,19,4,Location_5,1,172.28,3,6,SUCCESS,0
TR00000381,user_191,a84dcac4@okhdfc,device_145,Android,14,Amazon Pay,Bill Payment,Swiggy,,553.96,2025-05-11 17:28:56.492040,17,6,Location_3,3,230.86,0,0,SUCCESS,0
TR00009092,user_8862,c659@okaxis,device_1022,iOS,16,Google Pay,E-commerce,BigBasket,,34575.98,2025-09-27 22:55:56.492040,22,5,Location_28,1,29.2,3,3,FAILURE,1
TR00006872,user_200,ca3366aa@okaxis,device_465,iOS,16,BHIM,P2M,TATA Power,,2930.59,2025-08-04 17:57:56.492040,17,0,Location_7,1,151.71,0,4,SUCCESS,0
TR00000412,user_123,7e7630b5@okicici,device_689,Android,10,Amazon Pay,P2M,Zomato,,8658.08,2025-04-24 00:16:56.492040,0,3,Location_5,1,215.15,2,4,SUCCESS,0
TR00006486,user_405,3d9938eb@okicici,device_790,iOS,16,Paytm,E-commerce,Jio,,4441.24,2025-08-16 02:40:56.492040,2,5,Location_2,1,232.0,1,11,SUCCESS,0
TR00003462,user_797,6c9b2635@oksbi,device_125,iOS,15,WhatsApp Pay,E-commerce,Reliance Digital,,1798.03,2025-08-17 06:39:56.492040,6,6,Location_3,1,177.46,1,3,SUCCESS,0
TR00006080,user_355,94989c78@okicici,device_379,iOS,16,PhonePe,E-commerce,Flipkart,,5844.37,2025-09-10 10:57:56.492040,10,2,Location_1,1,119.66,2,5,SUCCESS,0
TR00008484,user_7092,u223@okaxis,device_1383,Android,11,PhonePe,E-commerce,BSES,,32083.73,2025-08-06 17:08:56.492040,17,2,Location_92,1,11.01,7,12,SUCCESS,1
TR00000426,user_590,bfe910db@okhdfc,device_1,Android,13,BHIM,E-commerce,BSES,,5692.81,2025-06-09 05:56:56.492040,5,0,Location_4,1,196.19,1,10,FAILURE,0
